路面クラックの変形,0
路面陥没,0
路面の局部的な盛り上がり,0
路肩クラックの変形,0
路肩陥没,0
路肩段差,0
法面クラック,0
法面崩壊,0
落石,0
擁壁のクラック,0
擁壁の目地切れ,0
横断歩道橋の桁・支柱の異常,0
トンネル覆工照明機器等の破損,0
トンネル覆工の亀裂,0
照明・標識等のポール・支柱のわん曲,0
共同溝躯体の亀裂,0
共同溝継手部漏水,0
マンホール換気口の異常,0
