0,詳細なし
1,処理作業中
2,取除作業中
3,調査中
4,救助中
5,処理中
6,レッカー作業中
7,移動中
8,散乱物取除中
9,油処理作業中
10,検分中
11,規制解除作業中
96,情報なし
97,その他
98,不明
