01,高速自動車道,0
02,都市高速道路,0
03,一般国道,0
04,主要地方道（都道府県道）,0
05,主要地方道（政令指定都市の市道）,0
06,都道府県道,0
07,市区町村道,1
09,その他の道路（林道・農道・漁港関連道）,0
10,私道,0
00,不明,0
