1,交通/鉄道
2,交通/バス
3,交通/航空
4,交通/船舶
5,交通/道路
6,交通/その他
7,ライフライン/電気
8,ライフライン/ガス
9,ライフライン/水道
10,ライフライン/給水
11,ライフライン/通信
12,ライフライン/放送
13,ライフライン/その他
14,生活情報/行政手続き
15,生活情報/被災者支援
16,生活情報/福祉・教育・保育
17,生活情報/環境
18,生活情報/防犯
19,生活情報/医療
20,生活情報/その他
21,広報/広報
22,観光・文化/観光・文化
23,その他/その他
