1,床版コンクリート亀裂
2,橋面舗装の盛上がり
3,地覆亀裂
4,高欄破損
5,伸縮継手溶接箇所の破損
6,伸縮継手の変形亀裂
7,主構部の変曲・ねじれ
8,主構部切損・亀裂
9,コンクリート桁のクラック
10,下部工破損
11,下部工沈下傾斜
13,落橋
14,橋面開き
15,橋面段差
12,その他添加物（占有物件）破損
